Date,Open,High,Low,Close,Adj Close,Volume
2021-10-18 00:00:00-04:00,143.4499969,146.8399963,143.1600037,146.5500031,145.7333679,85589200
2021-10-19 00:00:00-04:00,147.0099945,149.1699982,146.5500031,148.7599945,147.9310455,76378900
2021-10-20 00:00:00-04:00,148.6999969,149.75,148.1199951,149.2599945,148.4282684,58418800
2021-10-21 00:00:00-04:00,148.8099976,149.6399994,147.8699951,149.4799957,148.6470337,61421000
2021-10-22 00:00:00-04:00,149.6900024,150.1799927,148.6399994,148.6900024,147.8614502,58883400
2021-10-25 00:00:00-04:00,148.6799927,149.3699951,147.6199951,148.6399994,147.8117218,50720600
2021-10-26 00:00:00-04:00,149.3300018,150.8399963,149.0099945,149.3200073,148.4879608,60893400
2021-10-27 00:00:00-04:00,149.3600006,149.7299957,148.4900055,148.8500061,148.0205688,56094900
2021-10-28 00:00:00-04:00,149.8200073,153.1699982,149.7200012,152.5700073,151.7198334,100077900
2021-10-29 00:00:00-04:00,147.2200012,149.9400024,146.4100037,149.8000031,148.965271,124953200
2021-11-01 00:00:00-04:00,148.9900055,149.6999969,147.8000031,148.9600067,148.1299438,74588300
2021-11-02 00:00:00-04:00,148.6600037,151.5700073,148.6499939,150.0200043,149.1840363,69122000
2021-11-03 00:00:00-04:00,150.3899994,151.9700012,149.8200073,151.4900055,150.6458588,54511500
2021-11-04 00:00:00-04:00,151.5800018,152.4299927,150.6399994,150.9600067,150.1188049,60394600
2021-11-05 00:00:00-04:00,151.8899994,152.1999969,150.0599976,151.2799988,150.6565704,65463900
2021-11-08 00:00:00-05:00,151.4100037,151.5700073,150.1600037,150.4400024,149.8200378,55020900
2021-11-09 00:00:00-05:00,150.1999969,151.4299927,150.0599976,150.8099976,150.1884918,56787900
2021-11-10 00:00:00-05:00,150.0200043,150.1300049,147.8500061,147.9199982,147.3104248,65187100
2021-11-11 00:00:00-05:00,148.9600067,149.4299927,147.6799927,147.8699951,147.2606201,41000000
2021-11-12 00:00:00-05:00,148.4299927,150.3999939,147.4799957,149.9900055,149.3719025,63804000
2021-11-15 00:00:00-05:00,150.3699951,151.8800049,149.4299927,150,149.3818512,59222800
2021-11-16 00:00:00-05:00,149.9400024,151.4900055,149.3399963,151,150.3777161,59256200
2021-11-17 00:00:00-05:00,151,155,150.9900055,153.4900055,152.8574677,88807000
2021-11-18 00:00:00-05:00,153.7100067,158.6699982,153.0500031,157.8699951,157.2194061,137827700
2021-11-19 00:00:00-05:00,157.6499939,161.0200043,156.5299988,160.5500031,159.8883667,117305600
2021-11-22 00:00:00-05:00,161.6799927,165.6999969,161,161.0200043,160.3564301,117467900
2021-11-23 00:00:00-05:00,161.1199951,161.8000031,159.0599976,161.4100037,160.7448425,96041900
2021-11-24 00:00:00-05:00,160.75,162.1399994,159.6399994,161.9400024,161.272644,69463600
2021-11-26 00:00:00-05:00,159.5700073,160.4499969,156.3600006,156.8099976,156.1637878,76959800
2021-11-29 00:00:00-05:00,159.3699951,161.1900024,158.7899933,160.2400055,159.5796509,88748200
2021-11-30 00:00:00-05:00,159.9900055,165.5200043,159.9199982,165.3000031,164.6188049,174048100
2021-12-01 00:00:00-05:00,167.4799957,170.3000031,164.5299988,164.7700043,164.0909882,152052500
2021-12-02 00:00:00-05:00,158.7400055,164.1999969,157.8000031,163.7599945,163.085144,136739200
2021-12-03 00:00:00-05:00,164.0200043,164.9600067,159.7200012,161.8399963,161.1730652,118023100
2021-12-06 00:00:00-05:00,164.2899933,167.8800049,164.2799988,165.3200073,164.6387177,107497000
2021-12-07 00:00:00-05:00,169.0800018,171.5800018,168.3399963,171.1799927,170.4745636,120405400
2021-12-08 00:00:00-05:00,172.1300049,175.9600067,170.6999969,175.0800018,174.35849,116998900
2021-12-09 00:00:00-05:00,174.9100037,176.75,173.9199982,174.5599976,173.8406372,108923700
2021-12-10 00:00:00-05:00,175.2100067,179.6300049,174.6900024,179.4499969,178.7104797,115402700
2021-12-13 00:00:00-05:00,181.1199951,182.1300049,175.5299988,175.7400055,175.0157776,153237000
2021-12-14 00:00:00-05:00,175.25,177.7400055,172.2100067,174.3300018,173.6115875,139380400
2021-12-15 00:00:00-05:00,175.1100006,179.5,172.3099976,179.3000031,178.5611115,131063300
2021-12-16 00:00:00-05:00,179.2799988,181.1399994,170.75,172.2599945,171.5500946,150185800
2021-12-17 00:00:00-05:00,169.9299927,173.4700012,169.6900024,171.1399994,170.4347229,195432700
2021-12-20 00:00:00-05:00,168.2799988,170.5800018,167.4600067,169.75,169.0504608,107499100
2021-12-21 00:00:00-05:00,171.5599976,173.1999969,169.1199951,172.9900055,172.2770996,91185900
2021-12-22 00:00:00-05:00,173.0399933,175.8600006,172.1499939,175.6399994,174.9161835,92135300
2021-12-23 00:00:00-05:00,175.8500061,176.8500061,175.2700043,176.2799988,175.5535431,68356600
2021-12-27 00:00:00-05:00,177.0899963,180.4199982,177.0700073,180.3300018,179.5868683,74919600
2021-12-28 00:00:00-05:00,180.1600037,181.3300018,178.5299988,179.2899933,178.5511322,79144300
2021-12-29 00:00:00-05:00,179.3300018,180.6300049,178.1399994,179.3800049,178.6407776,62348900
2021-12-30 00:00:00-05:00,179.4700012,180.5700073,178.0899963,178.1999969,177.4656372,59773000
2021-12-31 00:00:00-05:00,178.0899963,179.2299957,177.2599945,177.5700073,176.8382416,64062300
2022-01-03 00:00:00-05:00,177.8300018,182.8800049,177.7100067,182.0099945,181.2599335,104487900
2022-01-04 00:00:00-05:00,182.6300049,182.9400024,179.1199951,179.6999969,178.9594421,99310400
2022-01-05 00:00:00-05:00,179.6100006,180.1699982,174.6399994,174.9199982,174.1991577,94537600
2022-01-06 00:00:00-05:00,172.6999969,175.3000031,171.6399994,172,171.2911835,96904000
2022-01-07 00:00:00-05:00,172.8899994,174.1399994,171.0299988,172.1699982,171.460495,86709100
2022-01-10 00:00:00-05:00,169.0800018,172.5,168.1699982,172.1900024,171.4804077,106765600
2022-01-11 00:00:00-05:00,172.3200073,175.1799927,170.8200073,175.0800018,174.35849,76138300
2022-01-12 00:00:00-05:00,176.1199951,177.1799927,174.8200073,175.5299988,174.8066406,74805200
2022-01-13 00:00:00-05:00,175.7799988,176.6199951,171.7899933,172.1900024,171.4804077,84505800
2022-01-14 00:00:00-05:00,171.3399963,173.7799988,171.0899963,173.0700073,172.3567963,80440800
2022-01-18 00:00:00-05:00,171.5099945,172.5399933,169.4100037,169.8000031,169.1002502,90956700
2022-01-19 00:00:00-05:00,170,171.0800018,165.9400024,166.2299957,165.5449677,94815000
2022-01-20 00:00:00-05:00,166.9799957,169.6799927,164.1799927,164.5099945,163.8320465,91420500
2022-01-21 00:00:00-05:00,164.4199982,166.3300018,162.3000031,162.4100037,161.7407074,122848900
2022-01-24 00:00:00-05:00,160.0200043,162.3000031,154.6999969,161.6199951,160.9539642,162294600
2022-01-25 00:00:00-05:00,158.9799957,162.7599945,157.0200043,159.7799988,159.1215363,115798400
2022-01-26 00:00:00-05:00,163.5,164.3899994,157.8200073,159.6900024,159.0319214,108275300
2022-01-27 00:00:00-05:00,162.4499969,163.8399963,158.2799988,159.2200012,158.563858,121954600
2022-01-28 00:00:00-05:00,165.7100067,170.3500061,162.8000031,170.3300018,169.6280823,179935700
2022-01-31 00:00:00-05:00,170.1600037,175,169.5099945,174.7799988,174.0597229,115541600
2022-02-01 00:00:00-05:00,174.0099945,174.8399963,172.3099976,174.6100006,173.8904266,86213900
2022-02-02 00:00:00-05:00,174.75,175.8800049,173.3300018,175.8399963,175.1153564,84914300
2022-02-03 00:00:00-05:00,174.4799957,176.2400055,172.1199951,172.8999939,172.1874695,89418100
2022-02-04 00:00:00-05:00,171.6799927,174.1000061,170.6799927,172.3899994,171.8983154,82465400
2022-02-07 00:00:00-05:00,172.8600006,173.9499969,170.9499969,171.6600037,171.1703949,77251200
2022-02-08 00:00:00-05:00,171.7299957,175.3500061,171.4299927,174.8300018,174.3313599,74829200
2022-02-09 00:00:00-05:00,176.0500031,176.6499939,174.8999939,176.2799988,175.7772064,71285000
2022-02-10 00:00:00-05:00,174.1399994,175.4799957,171.5500031,172.1199951,171.6290741,90865900
2022-02-11 00:00:00-05:00,172.3300018,173.0800018,168.0399933,168.6399994,168.1590118,98670700
2022-02-14 00:00:00-05:00,167.3699951,169.5800018,166.5599976,168.8800049,168.3983307,86185500
2022-02-15 00:00:00-05:00,170.9700012,172.9499969,170.25,172.7899933,172.2971649,62527400
2022-02-16 00:00:00-05:00,171.8500061,173.3399963,170.0500031,172.5500031,172.0578613,61177400
2022-02-17 00:00:00-05:00,171.0299988,171.9100037,168.4700012,168.8800049,168.3983307,69589300
2022-02-18 00:00:00-05:00,169.8200073,170.5399933,166.1900024,167.3000031,166.8228302,82772700
2022-02-22 00:00:00-05:00,164.9799957,166.6900024,162.1499939,164.3200073,163.8513336,91162800
2022-02-23 00:00:00-05:00,165.5399933,166.1499939,159.75,160.0700073,159.6134644,90009200
2022-02-24 00:00:00-05:00,152.5800018,162.8500061,152,162.7400055,162.2758484,141147500
2022-02-25 00:00:00-05:00,163.8399963,165.1199951,160.8699951,164.8500061,164.3798218,91974200
2022-02-28 00:00:00-05:00,163.0599976,165.4199982,162.4299927,165.1199951,164.6490479,95056600
2022-03-01 00:00:00-05:00,164.6999969,166.6000061,161.9700012,163.1999969,162.7345123,83474400
2022-03-02 00:00:00-05:00,164.3899994,167.3600006,162.9499969,166.5599976,166.0849457,79724800
2022-03-03 00:00:00-05:00,168.4700012,168.9100037,165.5500031,166.2299957,165.7558746,76678400
2022-03-04 00:00:00-05:00,164.4900055,165.5500031,162.1000061,163.1699982,162.7046051,83737200
2022-03-07 00:00:00-05:00,163.3600006,165.0200043,159.0399933,159.3000031,158.8456573,96418800
2022-03-08 00:00:00-05:00,158.8200073,162.8800049,155.8000031,157.4400024,156.9909515,131148300
2022-03-09 00:00:00-05:00,161.4799957,163.4100037,159.4100037,162.9499969,162.4852295,91454900
2022-03-10 00:00:00-05:00,160.1999969,160.3899994,155.9799957,158.5200043,158.0678864,105342000
2022-03-11 00:00:00-05:00,158.9299927,159.2799988,154.5,154.7299957,154.288681,96970100
2022-03-14 00:00:00-04:00,151.4499969,154.1199951,150.1000061,150.6199951,150.1903992,108732100
2022-03-15 00:00:00-04:00,150.8999939,155.5700073,150.3800049,155.0899963,154.647644,92964300
2022-03-16 00:00:00-04:00,157.0500031,160,154.4600067,159.5899963,159.1348114,102300200
2022-03-17 00:00:00-04:00,158.6100006,161,157.6300049,160.6199951,160.1618805,75615400
2022-03-18 00:00:00-04:00,160.5099945,164.4799957,159.7599945,163.9799957,163.5122833,123511700
2022-03-21 00:00:00-04:00,163.5099945,166.3500061,163.0099945,165.3800049,164.9083099,95811400
2022-03-22 00:00:00-04:00,165.5099945,169.4199982,164.9100037,168.8200073,168.338501,81532000
2022-03-23 00:00:00-04:00,167.9900055,172.6399994,167.6499939,170.2100067,169.7245331,98062700
2022-03-24 00:00:00-04:00,171.0599976,174.1399994,170.2100067,174.0700073,173.5735321,90131400
2022-03-25 00:00:00-04:00,173.8800049,175.2799988,172.75,174.7200012,174.2216644,80546200
2022-03-28 00:00:00-04:00,172.1699982,175.7299957,172,175.6000061,175.0991669,90371900
2022-03-29 00:00:00-04:00,176.6900024,179.0099945,176.3399963,178.9600067,178.4495697,100589400
2022-03-30 00:00:00-04:00,178.5500031,179.6100006,176.6999969,177.7700043,177.26297,92633200
2022-03-31 00:00:00-04:00,177.8399963,178.0299988,174.3999939,174.6100006,174.1119843,103049300
2022-04-01 00:00:00-04:00,174.0299988,174.8800049,171.9400024,174.3099976,173.8128357,78751300
2022-04-04 00:00:00-04:00,174.5700073,178.4900055,174.4400024,178.4400024,177.9310608,76468400
2022-04-05 00:00:00-04:00,177.5,178.3000031,174.4199982,175.0599976,174.5606995,73401800
2022-04-06 00:00:00-04:00,172.3600006,173.6300049,170.1300049,171.8300018,171.33992,89058800
2022-04-07 00:00:00-04:00,171.1600037,173.3600006,169.8500061,172.1399994,171.6490173,77594700
2022-04-08 00:00:00-04:00,171.7799988,171.7799988,169.1999969,170.0899963,169.6048737,76575500
2022-04-11 00:00:00-04:00,168.7100067,169.0299988,165.5,165.75,165.2772522,72246700
2022-04-12 00:00:00-04:00,168.0200043,169.8699951,166.6399994,167.6600037,167.1818085,79265200
2022-04-13 00:00:00-04:00,167.3899994,171.0399933,166.7700043,170.3999939,169.9139862,70618900
2022-04-14 00:00:00-04:00,170.6199951,171.2700043,165.0399933,165.2899933,164.8185577,75329400
2022-04-18 00:00:00-04:00,163.9199982,166.6000061,163.5700073,165.0700073,164.5991974,69023900
