Date,Open,High,Low,Close,Adj Close,Volume
2022-04-19 00:00:00-04:00,165.0200043,167.8200073,163.9100037,167.3999939,166.9225311,67723800
2022-04-20 00:00:00-04:00,168.7599945,168.8800049,166.1000061,167.2299957,166.7530212,67929800
2022-04-21 00:00:00-04:00,168.9100037,171.5299988,165.9100037,166.4199982,165.9453278,87227800
2022-04-22 00:00:00-04:00,166.4600067,167.8699951,161.5,161.7899933,161.328537,84882400
2022-04-25 00:00:00-04:00,161.1199951,163.1699982,158.4600067,162.8800049,162.4154358,96046400
2022-04-26 00:00:00-04:00,162.25,162.3399963,156.7200012,156.8000031,156.3527832,95623200
2022-04-27 00:00:00-04:00,155.9100037,159.7899933,155.3800049,156.5700073,156.1234436,88063200
2022-04-28 00:00:00-04:00,159.25,164.5200043,158.9299927,163.6399994,163.1732635,130216800
2022-04-29 00:00:00-04:00,161.8399963,166.1999969,157.25,157.6499939,157.2003479,131747600
2022-05-02 00:00:00-04:00,156.7100067,158.2299957,153.2700043,157.9600067,157.5094604,123055300
2022-05-03 00:00:00-04:00,158.1499939,160.7100067,156.3200073,159.4799957,159.0251312,88966500
2022-05-04 00:00:00-04:00,159.6699982,166.4799957,159.2599945,166.0200043,165.5464935,108256500
2022-05-05 00:00:00-04:00,163.8500061,164.0800018,154.9499969,156.7700043,156.322876,130525300
2022-05-06 00:00:00-04:00,156.0099945,159.4400024,154.1799927,157.2799988,157.0618286,116124600
2022-05-09 00:00:00-04:00,154.9299927,155.8300018,151.4900055,152.0599976,151.8490753,131577900
2022-05-10 00:00:00-04:00,155.5200043,156.7400055,152.9299927,154.5099945,154.2956696,115366700
2022-05-11 00:00:00-04:00,153.5,155.4499969,145.8099976,146.5,146.2967834,142689800
2022-05-12 00:00:00-04:00,142.7700043,146.1999969,138.8000031,142.5599976,142.3622437,182602000
2022-05-13 00:00:00-04:00,144.5899963,148.1000061,143.1100006,147.1100006,146.9059448,113990900
2022-05-16 00:00:00-04:00,145.5500031,147.5200043,144.1799927,145.5399933,145.3381195,86643800
2022-05-17 00:00:00-04:00,148.8600006,149.7700043,146.6799927,149.2400055,149.0329895,78336300
2022-05-18 00:00:00-04:00,146.8500061,147.3600006,139.8999939,140.8200073,140.6246796,109742900
2022-05-19 00:00:00-04:00,139.8800049,141.6600037,136.6000061,137.3500061,137.1594849,136095600
2022-05-20 00:00:00-04:00,139.0899963,140.6999969,132.6100006,137.5899963,137.3991394,137426100
2022-05-23 00:00:00-04:00,137.7899933,143.2599945,137.6499939,143.1100006,142.9114838,117726300
2022-05-24 00:00:00-04:00,140.8099976,141.9700012,137.3300018,140.3600006,140.1652985,104132700
2022-05-25 00:00:00-04:00,138.4299927,141.7899933,138.3399963,140.5200043,140.3250885,92482700
2022-05-26 00:00:00-04:00,137.3899994,144.3399963,137.1399994,143.7799988,143.5805511,90601500
2022-05-27 00:00:00-04:00,145.3899994,149.6799927,145.2599945,149.6399994,149.4324341,90978500
2022-05-31 00:00:00-04:00,149.0700073,150.6600037,146.8399963,148.8399963,148.6335449,103718400
2022-06-01 00:00:00-04:00,149.8999939,151.7400055,147.6799927,148.7100067,148.5037231,74286600
2022-06-02 00:00:00-04:00,147.8300018,151.2700043,146.8600006,151.2100067,151.0002594,72348100
2022-06-03 00:00:00-04:00,146.8999939,147.9700012,144.4600067,145.3800049,145.1783447,88570300
2022-06-06 00:00:00-04:00,147.0299988,148.5700073,144.8999939,146.1399994,145.9372864,71598400
2022-06-07 00:00:00-04:00,144.3500061,149,144.1000061,148.7100067,148.5037231,67808200
2022-06-08 00:00:00-04:00,148.5800018,149.8699951,147.4600067,147.9600067,147.754776,53950200
2022-06-09 00:00:00-04:00,147.0800018,147.9499969,142.5299988,142.6399994,142.4421387,69473000
2022-06-10 00:00:00-04:00,140.2799988,140.7599945,137.0599976,137.1300049,136.9397888,91437900
2022-06-13 00:00:00-04:00,132.8699951,135.1999969,131.4400024,131.8800049,131.6970673,122207100
2022-06-14 00:00:00-04:00,133.1300049,133.8899994,131.4799957,132.7599945,132.5758362,84784300
2022-06-15 00:00:00-04:00,134.2899933,137.3399963,132.1600037,135.4299927,135.2421417,91533000
2022-06-16 00:00:00-04:00,132.0800018,132.3899994,129.0399933,130.0599976,129.8795929,108123900
2022-06-17 00:00:00-04:00,130.0700073,133.0800018,129.8099976,131.5599976,131.3775024,134520300
2022-06-21 00:00:00-04:00,133.4199982,137.0599976,133.3200073,135.8699951,135.6815338,81000500
2022-06-22 00:00:00-04:00,134.7899933,137.7599945,133.9100037,135.3500061,135.162262,73409200
2022-06-23 00:00:00-04:00,136.8200073,138.5899963,135.6300049,138.2700043,138.0782013,72433800
2022-06-24 00:00:00-04:00,139.8999939,141.9100037,139.7700043,141.6600037,141.463501,89116800
2022-06-27 00:00:00-04:00,142.6999969,143.4900055,140.9700012,141.6600037,141.463501,70207900
2022-06-28 00:00:00-04:00,142.1300049,143.4199982,137.3200073,137.4400024,137.2493591,67083400
2022-06-29 00:00:00-04:00,137.4600067,140.6699982,136.6699982,139.2299957,139.0368652,66242400
2022-06-30 00:00:00-04:00,137.25,138.3699951,133.7700043,136.7200012,136.5303497,98964500
